network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_Calls,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,Aggregate_complaint_count,aug_user_type,sep_user_type,aug_fav_a,sep_fav_a,Class
224,157.1348,10.5,11.25,9.7246,132,1344,5637,3,2G,2G,ufone,ufone,Churned
239,26.452,13.7,1.25,0.6953,5,12,827,1,,,ufone,ptcl,Churned
247,152.912,0.02,15,32417384.89,6,12,1145,2,,3G,mobilink,mobilink,Active
255,51.9868,4.78,12.5,468.0684,34,366,2110,1,3G,3G,ufone,ufone,Active
340,86.696,20.87,21.25,390.208,9,24,2520,1,Other,Other,mobilink,ufone,Churned
348,202.0064,98.39,3.75,5577.5479,25,0,5224,1,,,ptcl,ptcl,Churned
360,115.7052,0,0,1639.8564,481,7932,1160,1,Other,Other,ufone,ufone,Churned
362,876.42,0,0,1059366.387,469,0,102,3,3G,3G,telenor,ufone,Active
371,13.402,0,1.25,29283.8877,22,132,0,1,2G,2G,ptcl,ptcl,Churned
375,245.9824,5.9,3.75,3980246.229,188,7035,7316,1,3G,3G,ptcl,ufone,Churned
405,143.9584,14.9,32.5,1989145.399,21,330,2355,1,3G,3G,ptcl,telenor,Churned
405,70.748,17.84,0,17.1338,27,558,1361,1,3G,2G,ufone,ufone,Churned
407,81.2876,19.99,0,39.8291,17,1146,2999,1,3G,3G,ptcl,ufone,Churned
414,2265.09,1.75,748.75,2313833.337,182,58788,19093,1,3G,3G,zong,ufone,Active
441,169.5648,45.6,3.75,6635.3525,26,48,5457,1,2G,2G,mobilink,mobilink,Churned
441,102.016,0.01,7.5,3741303.069,2,12,179,1,3G,3G,ptcl,ptcl,Churned
476,267.35,33.25,38.75,19628752.47,116,3012,3712,2,2G,2G,ptcl,ufone,Churned
504,442.8664,17.84,156.25,114293.581,40,162,8172,1,,,telenor,telenor,Churned
517,288.998,16.56,47.5,135483.1367,211,10200,6065,1,Other,Other,ptcl,ufone,Churned
544,50.816,9.56,1.25,56206.7686,13,108,790,1,,,warid,ufone,Churned
558,59.4388,18.54,21.25,1131.0879,6,24,864,1,3G,3G,zong,ufone,Churned
572,371.5268,8.92,61.25,155118.8614,58,1500,13745,1,,,mobilink,zong,Churned
585,674.984,25.87,95,11937595.66,130,3636,3831,1,3G,3G,0,ufone,Active
588,32.524,11.95,11.25,1018.0488,4,24,358,2,Other,Other,ufone,ufone,Churned
595,392.79,43.15,125,803877.7187,15,3258,1540,1,2G,2G,ufone,ptcl,Churned
595,538.858,0,70,14902271.69,6,24,753,2,3G,3G,warid,ptcl,Churned
601,2111.102,79.83,95,15783151.55,1432,22908,14367,3,,,ufone,ufone,Active
609,336.6408,41.11,16.25,674.7998,278,10137,8914,3,Other,Other,zong,ufone,Active
610,195.708,24.37,36.25,208950.1485,20,1608,932,1,3G,3G,ptcl,ufone,Churned
617,27.138,7.77,3.75,43513.3242,2,0,179,1,Other,Other,ptcl,ptcl,Churned
630,347.494,2.36,106.25,2571466.441,21,2076,537,1,3G,3G,ufone,ufone,Churned
635,41.48,16.09,2.5,9.8418,3,114,358,1,2G,2G,ptcl,ptcl,Churned
659,30.534,8.92,1.25,2.0215,33,288,1246,1,2G,2G,ufone,ufone,Churned
662,186.4072,18.48,30,1752.0635,30,0,9188,1,,,zong,telenor,Churned
670,2155.47,47.84,118.75,5767166.408,415,0,537,2,3G,3G,zong,ufone,Active
679,1401.1316,1.98,27.5,67.8037,932,38472,8627,2,Other,Other,warid,ufone,Active
687,1541.4164,165.81,10,357186.3018,746,16110,12028,3,Other,Other,warid,ufone,Churned
706,1141.408,65.09,27.5,457845.25,105,2262,5888,1,,,ufone,ufone,Active
714,1053.9892,56.34,13.75,1874057.902,239,14796,36045,1,3G,3G,warid,ufone,Active
719,180.296,2.62,11.25,10442434.63,18,1386,3263,1,3G,3G,zong,ufone,Active
745,450.4512,32.15,42.47,118434.7422,176,8753,978,1,2G,2G,ptcl,ufone,Active
757,560.3904,14.34,0,198.2295,210,9276,6227,1,3G,3G,ufone,ufone,Churned
808,258.196,18.44,15,343.5898,48,156,14359,1,3G,3G,telenor,ufone,Churned
830,1269.8304,0,63.75,53822264.18,49,492,1432,1,3G,3G,ufone,ufone,Active
839,136.776,25.01,57.5,13242.5566,1,0,179,1,,,ptcl,ptcl,Churned
846,1921.9724,20.12,10,509.0049,337,47161,72459,1,Other,Other,ufone,ufone,Active
847,222.7304,0,55,755157.4844,12,2409,1037,1,2G,2G,ptcl,ptcl,Active
855,43.154,14.34,1.25,4.9688,5,0,867,1,Other,Other,mobilink,ptcl,Churned
856,1099.2964,2.95,2.5,117901.6543,288,9288,13159,1,,,ufone,ufone,Active
864,2630.57,32.57,1.25,107169.3438,474,99804,43944,1,3G,3G,ufone,ufone,Churned
873,274.64,37.48,26.25,7724.8985,17,7212,3702,5,3G,3G,warid,zong,Churned
890,1794.462,3.59,42.5,11150805.17,691,3168,31502,1,3G,3G,ufone,ufone,Active
904,161.13,0,17.5,45187.7549,57,1728,10529,1,,,telenor,zong,Churned
904,267.948,26.85,53.75,8196775.512,188,2400,4574,3,,,ufone,ufone,Churned
906,57.9,7.17,21.25,69978.7031,2,0,905,1,2G,2G,mobilink,ptcl,Churned
911,48.364,30.73,1.25,20.9238,1,0,179,1,2G,2G,ptcl,ptcl,Churned
913,634.5116,21,5,46268.8594,160,10116,3247,2,Other,Other,ufone,ufone,Churned
924,254.144,43.58,16.25,832,42,990,7665,2,2G,2G,telenor,ptcl,Churned
929,42.89,23.9,0,21.0293,8,24,1157,1,2G,3G,telenor,ptcl,Churned
931,406.38,1.75,100,4314.3526,20,318,3743,1,3G,3G,zong,ptcl,Active
931,296.42,1.75,26.25,36708.586,55,540,1641,1,2G,2G,ufone,ufone,Active
942,39.8304,3.49,0,75.1768,15,366,1941,2,Other,Other,telenor,ptcl,Churned
942,125.15,1.75,21.25,12096.7159,22,108,2625,1,3G,3G,ptcl,ptcl,Churned
950,261.39,0,1.25,110071.6533,42,2946,11282,2,2G,3G,warid,ufone,Churned
960,125.15,1.75,21.25,12096.7159,22,108,2625,1,3G,3G,ufone,ptcl,Active
966,433.328,0.01,80,8858228.871,35,630,4282,1,3G,3G,ufone,mobilink,Active
983,1639.7928,0,75,13255209.34,336,0,3549,8,3G,3G,zong,ufone,Active
991,76.968,12.82,37.5,29.2568,70,1326,358,1,Other,Other,ufone,ufone,Churned
1003,543.9464,4.1,7.5,21058.7041,122,12593,12826,1,Other,Other,telenor,ufone,Active
1010,726.58,2.62,10,22939555.07,87,2670,1749,2,3G,3G,ufone,ufone,Active
1014,317.618,11.96,0,1759.0693,333,3516,11525,1,3G,3G,ptcl,mobilink,Active
1018,17.052,0,10,23411631.68,1,318,0,4,3G,3G,ufone,ufone,Churned
1021,526.8304,0.01,46.25,231107.3379,186,2700,2386,1,Other,Other,ptcl,ufone,Active
1028,56.122,7.17,42.5,3944.5361,2,0,358,1,2G,2G,ptcl,ptcl,Churned
1042,86.89,23.26,5,3.9551,11,3816,444,1,2G,2G,ufone,ufone,Churned
1048,909.98,13.71,0,54.04,786,0,179,6,2G,2G,telenor,ufone,Active
1053,1078.9224,2.39,0,8.873,1174,2274,648,1,Other,Other,ufone,ufone,Active
1059,149.1424,16.56,12.5,126593.5254,90,852,3789,1,2G,2G,ptcl,ufone,Churned
1080,1641.14,19.06,20,292466.0869,758,67704,13346,3,,,warid,ufone,Active
1099,74.486,10.67,5,1102293.895,50,516,1104,1,3G,3G,ufone,ufone,Churned
1099,134.61,56.72,53.75,17591.0469,33,324,1324,1,3G,3G,ptcl,ufone,Churned
1135,81.86,25.65,3.75,88186.9102,3,0,880,2,3G,3G,ptcl,ptcl,Churned
1135,56.408,3.52,45,8103814.455,2,0,358,1,3G,3G,ptcl,ptcl,Churned
1143,61.198,10.03,5,199.4111,3,12,395,1,3G,2G,ptcl,ptcl,Churned
1146,78.702,18.48,20,2686.0938,6,0,830,1,,,warid,ptcl,Churned
1151,324.168,2.62,2.5,21471.5733,140,3823,1003,3,Other,Other,telenor,ufone,Churned
1196,155.0008,24.26,2.5,254941.6182,13,0,3810,1,2G,2G,warid,mobilink,Churned
1196,585.89,34.59,218.75,472293.376,25,1830,2650,2,2G,2G,zong,ptcl,Churned
1199,196.4396,4.11,16.25,85971.0928,231,2400,1623,1,Other,Other,mobilink,ufone,Active
1202,409.108,122.9,21.25,1549688.659,173,2826,2691,3,3G,3G,ptcl,ufone,Active
1209,311.306,2.62,88.75,352675.4297,27,180,2806,2,2G,2G,mobilink,ptcl,Churned
1209,242.12,40.56,30,278404.7305,7,36,472,1,3G,,ptcl,ptcl,Churned
1232,145.33,0,32.5,2051331.76,4,0,716,1,,3G,ptcl,ptcl,Churned
1236,145.33,0,32.5,2051331.76,4,0,716,1,,3G,ptcl,ptcl,Active
1257,855.656,7.4,221.25,33095591.74,53,4569,2423,1,3G,3G,mobilink,ufone,Active
1257,42.332,16.73,3.75,102.1729,22,228,546,1,Other,Other,ufone,ufone,Churned
1259,582.25,14.17,25,49100.1172,155,12270,5720,1,Other,Other,ptcl,ufone,Churned
1266,819.494,51.56,5,105176.2051,273,3294,38174,1,Other,Other,telenor,ufone,Churned
1273,208.0276,7,46.25,22021658.22,3,0,472,1,3G,3G,ptcl,ptcl,Churned
1278,79.5704,20.25,5,42052.4189,12,36,1373,1,2G,2G,ptcl,ptcl,Churned
1283,86.39,24.5,1.55,2999.5997,8,859,322,1,Other,Other,ufone,ufone,Active
1296,86.294,15.68,0,8911525.136,21,384,1185,1,Other,Other,zong,ufone,Churned
1317,24.906,11.95,3.75,32.9023,1,0,179,1,3G,3G,ptcl,ptcl,Churned
1317,214.5252,28.6,53.75,24756.7109,21,0,5399,2,Other,Other,ptcl,ptcl,Churned
1318,264.944,0,82.5,85768.667,15,318,3358,1,2G,2G,ufone,ufone,Churned
1319,629.43,0.62,40,6246910.872,72,300,10991,2,3G,3G,mobilink,mobilink,Churned
1324,43.63,0.01,5,13.1807,35,366,374,1,2G,3G,ufone,ufone,Churned
1330,60.5036,0.03,32.5,9527230.541,14,36,1876,2,,,ptcl,ptcl,Churned
1333,563.508,7.17,88.75,1071114.421,46,0,358,2,,,ufone,mobilink,Churned
1343,48.3496,0,32.5,4568.6416,5,36,293,1,Other,Other,telenor,ufone,Active
1345,578.13,32.33,116.75,245928.7442,37,1092,4889,1,3G,,mobilink,ptcl,Churned
1350,33.114,9.56,13.75,656.3877,2,0,358,1,3G,3G,ptcl,ptcl,Churned
1353,116.4484,7.17,36.25,8455640.64,4,0,688,1,Other,Other,ptcl,ptcl,Churned
1354,108.8464,0,1.25,0.1172,41,498,1858,1,,,warid,ufone,Active
1354,1185.0548,2.27,30,1902.3672,675,12999,7709,2,3G,3G,ufone,ufone,Active
1355,507.776,4.37,0,709844.5869,52,8964,9148,1,3G,3G,ufone,ufone,Active
1361,2055.38,1.75,273.75,6817114.457,191,2310,41442,1,,,ptcl,ufone,Active
1361,299.4456,11.36,52.5,2545.6172,16,318,9611,14,3G,3G,ptcl,zong,Churned
1374,1066.842,0,191.25,11526301.73,31,120,6656,8,3G,3G,mobilink,ufone,Active
1399,60.292,25.65,3.75,56.3018,7,558,713,1,2G,2G,ufone,ptcl,Churned
1407,94.5084,0,25,1032.7432,155,2658,2318,1,Other,Other,mobilink,ufone,Churned
1423,136.3,0,10,287861.3066,8,12,1540,6,2G,2G,zong,ufone,Active
1433,37.0024,14.82,13.75,2441.9629,2,114,179,1,2G,3G,ptcl,ptcl,Churned
1436,98.0328,5.25,0,245.7012,21,96,4092,2,Other,Other,ufone,ptcl,Churned
1443,128.17,4.78,15,636754.415,12,2124,1655,1,,,ufone,ptcl,Churned
1445,590.98,9.62,48.75,768414.1699,28,816,2256,3,,,ptcl,ufone,Churned
1447,1256.51,13.06,36.25,1077175.15,340,48,60629,1,,,warid,warid,Churned
1464,1498.32,1.75,267.5,13010665.91,211,4368,3602,1,3G,,zong,ufone,Active
1469,84.422,12.42,1.25,0.125,125,2634,3460,1,2G,2G,ufone,ufone,Active
1477,207.4608,28.87,2.5,17646.5743,528,10008,2771,1,2G,2G,telenor,ufone,Churned
1492,1061.848,14.64,0,77210.292,430,6642,713,2,Other,Other,ptcl,ufone,Active
1493,434.1572,35.57,91.25,1196437.882,54,420,8676,1,Other,Other,telenor,ufone,Active
1499,361.7256,35.32,0,3288.1631,142,8124,4136,1,2G,2G,mobilink,ufone,Active
1499,99.78,0,0,105437.749,8,0,1432,1,,3G,ptcl,ptcl,Churned
1505,217.75,14,103.75,357537.4287,3,0,407,1,Other,Other,mobilink,ptcl,Churned
1532,60.064,0.01,0,3.2871,82,3024,2310,2,2G,2G,ptcl,ufone,Churned
1533,102.102,1.75,1.25,0.1016,168,4518,725,2,3G,3G,ufone,ufone,Active
1552,90.33,5.25,15.75,704.332,126,1500,114,1,Other,Other,mobilink,ufone,Active
1573,209.3916,47.58,30,88303.875,36,12,7199,1,,,ptcl,ptcl,Churned
1587,114.9604,17.76,1.25,68.9609,369,4584,623,1,,,ufone,ufone,Churned
1603,84.98,17.5,0,36.0762,146,2640,2840,3,3G,3G,ptcl,ufone,Churned
1614,530.2,6.85,1.25,3.3447,69,6822,6274,1,2G,2G,0,mobilink,Active
1615,263.77,32.65,21.25,900.1602,38,2352,9658,1,3G,3G,mobilink,mobilink,Churned
1651,23.01,7.17,6.25,24.1104,7,570,293,1,3G,2G,ptcl,ptcl,Churned
1668,63.386,31.3,3.75,190.6748,6,228,716,1,3G,3G,ptcl,ptcl,Churned
1698,479.93,4.37,0,899252.9463,74,432,2278,2,2G,2G,ufone,zong,Churned
1717,307.322,164.83,7.5,384,29,0,5940,1,3G,3G,ptcl,ptcl,Churned
1745,1030.65322,69.01,136.25,2891582.573,16,12,2685,1,3G,2G,ufone,ptcl,Churned
1758,311.0628,0,55,179282.8418,11,1092,904,1,2G,2G,ufone,ptcl,Active
1758,478.566,14.31,85,514032.2305,51,1056,5955,1,2G,2G,ptcl,ptcl,Churned
1777,1337.31,0.6,0,2924192.745,866,0,39793,1,3G,3G,warid,ufone,Active
1802,797.312,56,56.25,625726.6943,182,6678,39974,1,Other,Other,warid,telenor,Active
1821,129.0092,13.06,13.75,5227778.697,72,744,1898,2,3G,3G,ptcl,ufone,Churned
1827,580.09,0,135,9873736.892,3,0,191,2,3G,3G,ptcl,ptcl,Active
1836,41.08,11.96,2.5,72.835,12,60,1920,1,2G,2G,mobilink,ufone,Churned
1845,476.44,19.85,0,86713.3955,5,490,179,1,3G,3G,ptcl,ptcl,Active
1845,114.062,19.34,3.75,52.9883,36,990,2623,1,3G,3G,telenor,ufone,Churned
1868,120.1204,23.49,31.25,440.1846,23,0,4254,1,2G,2G,mobilink,mobilink,Churned
1915,141.462,19.74,0,2937.3359,25,378,4457,1,2G,2G,warid,ptcl,Churned
1967,54.1,8.75,0,18.3936,70,696,2274,1,3G,2G,ptcl,ptcl,Churned
1971,47.1204,28.36,5,231.5186,4,24,228,1,3G,3G,ufone,ufone,Churned
1972,1344.44,15.35,0,2156924.857,770,12198,12700,2,2G,3G,zong,ufone,Active
1974,409.2608,1.1,2.5,79.1602,99,8979,3634,1,Other,Other,mobilink,ufone,Active
1991,135.11,0.61,0,3073269.819,10,300,358,1,3G,3G,ptcl,ufone,Active
2018,468.9204,7.17,3.75,7.4394,108,1854,29087,1,3G,3G,mobilink,mobilink,Churned
2028,227.582,45.88,6.25,24.4424,21,2916,5042,1,2G,2G,ptcl,ptcl,Churned
2032,122.65,7.73,0,183047.1699,164,1800,5778,2,Other,Other,ufone,ufone,Churned
2051,523.2776,49.88,18.75,168358.9795,73,7331,5462,1,2G,2G,ufone,ufone,Active
2082,253.5488,0,22.5,14139290.29,86,216,14545,2,2G,2G,ptcl,ptcl,Churned
2083,126.918,0,1.25,0.1016,229,5955,521,2,2G,2G,mobilink,ufone,Churned
2085,75.158,20.7,1.25,47.126,16,24,2440,1,2G,2G,telenor,telenor,Churned
2152,20.74,0,1.25,873602.5283,50,24,701,2,Other,Other,ufone,ufone,Churned
2169,462.9148,36.2,0,2.0498,175,2850,2273,1,3G,3G,telenor,ufone,Active
2172,16.642,0,8.75,131274.5869,5,0,203,2,2G,2G,ptcl,ptcl,Churned
2187,192.592,25.65,21.25,4867.9609,74,6876,3628,1,2G,3G,mobilink,ufone,Churned
2202,59.2724,0,0,161.8057,8,4266,179,2,3G,3G,ptcl,ufone,Active
2213,676.1452,17.21,23.75,341473.6563,76,240,14062,1,3G,3G,ptcl,ufone,Active
2215,42.91,19.12,13.75,704,2,0,358,1,Other,Other,ptcl,ptcl,Churned
2260,914.28,5.25,1.25,874135.6006,512,0,3238,1,3G,3G,zong,ufone,Active
2260,150.22,0,1.25,1.0791,162,2325,1874,4,2G,2G,ufone,ufone,Active
2273,1305.6124,0,82.5,6197539.493,132,954,371,2,3G,3G,mobilink,ufone,Active
2285,59.2024,0,32.5,519.3096,33,360,611,3,2G,2G,ptcl,ufone,Churned
2297,165.53,7.73,56.25,157266.4355,11,0,2163,2,Other,Other,mobilink,ptcl,Churned
2319,571.7,6.53,37.5,10781330.63,74,780,1898,2,Other,Other,ptcl,ufone,Churned
2365,477.89,5.26,0,1507078.611,333,1284,1611,5,3G,3G,zong,ufone,Churned
2402,31.37,9.56,1.25,19.4805,5,0,1111,1,Other,Other,telenor,ptcl,Churned
2429,254.788,54.97,63.75,267606.5508,20,1512,2382,1,Other,Other,zong,ptcl,Churned
2450,292.84,0,13.75,309202.9942,70,1644,179,2,Other,Other,ufone,ufone,Active
2473,1255.01,107.97,107.5,9007544.921,165,9024,33506,3,3G,3G,ptcl,zong,Active
2591,145.49,0,2.5,77.4834,209,5568,3802,4,3G,3G,ufone,ufone,Churned
2605,140.6,35.85,38.75,152983.708,233,0,895,1,3G,3G,ptcl,ptcl,Churned
2658,407.76,14,5,25586.6807,232,3941,10269,1,Other,Other,telenor,ufone,Active
2750,357.23,0,127.5,4776004.409,11,2385,1463,1,Other,Other,ufone,ufone,Active
2769,300.5156,71.19,0,1258.0498,35,318,12491,1,3G,3G,warid,ptcl,Churned
2773,152.81,3.5,18.75,79060.7529,16,1032,7718,9,,,ptcl,ptcl,Churned
2783,459.8972,116.76,26.25,4065074.857,43,558,12040,3,3G,3G,ufone,mobilink,Churned
2846,33.634,14.34,0,4181.1016,5,12,1439,1,Other,Other,telenor,ufone,Churned
2856,66.232,14.57,11.25,502.3643,24,168,2234,1,2G,2G,ufone,ptcl,Churned
2875,750.256,3.59,0,27301.9932,494,6678,2360,1,Other,Other,telenor,ufone,Active
3012,27.1576,2.35,0,10.6357,23,228,762,3,,,ufone,ufone,Churned
3099,159.0648,26.18,22.5,15801.0879,32,2082,4107,1,3G,3G,telenor,telenor,Churned
3187,335.21,17.27,45,658241.8184,12,468,1373,1,3G,3G,zong,zong,Churned
3188,1120.4912,20.99,132.5,363669.5761,934,40032,18842,1,3G,3G,mobilink,ufone,Churned
3384,118.778,16.73,53.75,174737.1826,1,0,179,1,3G,3G,ptcl,ptcl,Churned
3441,16.122,1.75,8.75,271.1836,13,120,179,1,2G,2G,ufone,ufone,Churned
3445,85.088,28.68,21.25,1541.9365,4,24,358,2,2G,2G,ufone,ptcl,Churned
3487,98.894,1.8,21.25,31186.96,6,48,179,1,Other,Other,ptcl,ufone,Churned
3491,242.376,3.5,17.5,29042.71,483,8088,3170,1,Other,Other,ufone,ufone,Active
3500,100.71,1.76,0,526910.4775,2,0,185,3,2G,2G,ptcl,ptcl,Active
3505,191.332,0,44,406817.2071,6,48,358,1,3G,3G,ufone,ufone,Active
3610,1786.06,1.75,65,24044071.8,6,36,537,1,3G,3G,ptcl,ptcl,Active
3621,192.19,46.55,2.5,2185.9815,375,4572,6382,1,Other,Other,ufone,ufone,Churned
3623,87.954,21.51,3.75,182.4531,190,2220,904,1,Other,Other,ptcl,ufone,Churned
3626,437.69,7,40,1357.793,136,8652,12966,1,2G,2G,ufone,ufone,Churned
3667,54.8204,20.23,0,15595.75,53,540,1209,1,2G,2G,mobilink,ufone,Churned
3669,57.37,32.57,1.25,44.168,6,0,1769,1,Other,Other,mobilink,ptcl,Churned
3722,611.5536,10.35,0,954.2979,567,15468,4763,2,3G,3G,ufone,ufone,Active
3795,477.948,7.87,43.75,204696.3447,96,9162,11129,1,,,warid,ufone,Active
4064,1342.04,49.15,1.25,19366.5986,262,16662,42827,16,,,ptcl,ufone,Churned
4118,941.06,0,0,401235.039,645,0,5001,2,3G,3G,ufone,ufone,Churned
4150,473.8,4.14,2.5,8299015.549,132,2582,5254,2,3G,3G,ufone,ufone,Active
4162,166.936,29.15,42.5,114251.0625,3,0,713,2,3G,3G,warid,warid,Churned
4837,229.82,24.76,77.5,128160.6065,46,789,4047,1,2G,2G,ptcl,ufone,Active
577,832.48,97.04,126.25,4214737.323,3,0,179,1,3G,3G,ptcl,ptcl,Active
1727,956.2,40.66,2.5,645881.9541,961,0,179,1,3G,,ptcl,ufone,Active
2555,773.58,43.75,115,415522.1689,89,18157,12488,2,Other,Other,zong,ptcl,Churned
2231,1492.8964,11.37,8.75,662074.3535,376,3378,46237,1,,,mobilink,ufone,Active
2947,661.55,66.73,32.5,1305606.714,90,2916,11871,1,3G,3G,telenor,ptcl,Churned
4149,2048.5,162.9,2.5,224761.9971,196,21042,65694,1,,,telenor,ufone,Churned
1967,107.642,26.29,0,51557.2988,25,3507,705,1,2G,3G,ptcl,ufone,Churned
2130,315.93,50.51,102.5,223510.1436,28,1422,6606,2,,,ptcl,ptcl,Active
2131,1798.49,60.1,0,703336.3213,760,16011,25750,1,3G,3G,ufone,ufone,Active
2233,492.6008,23.09,15,1464487.252,41,3286,12282,1,3G,3G,warid,ptcl,Churned
2282,192.716,20.23,2.5,22163.0821,16,48,3429,1,3G,3G,ufone,ptcl,Churned
2898,981.85,0,0,43002.6015,87,0,7298,2,3G,3G,mobilink,mobilink,Active
3201,530.53,48.21,7.5,20.2422,139,2656,11951,2,Other,Other,telenor,ptcl,Active
4871,1622.86,9.48,103.75,363073.4345,734,0,19653,2,3G,3G,telenor,ufone,Active
3352,397.296,107.1,30,40258.2734,16,801,2043,2,2G,2G,ptcl,ptcl,Active
2278,542.152,5.98,1.25,1.7324,93,2737,3753,4,Other,Other,ptcl,ptcl,Active
1391,34.034,3.5,17.5,1579.3291,7,251,179,1,Other,Other,ptcl,ufone,Churned
1680,17.392,0,15,568.8701,1,0,0,2,Other,Other,ptcl,ptcl,Active
105,79.836,12.25,1.25,2005.1065,9,2904,2940,2,,,mobilink,ufone,Churned
1284,113.388,10.5,8.75,22865.5576,64,946,2987,2,2G,2G,ufone,ufone,Active
2256,1455.496,1.75,0,59442.083,654,287,2747,10,Other,Other,zong,ufone,Active
2312,733.2712,65.48,5,75.4766,207,2761,4470,3,3G,3G,mobilink,ufone,Active
2385,372.63,3.51,1.25,6.0898,119,10411,22039,1,2G,2G,warid,mobilink,Active
2542,1111.346,53.37,1.25,1024007.231,466,9179,7889,1,2G,2G,ptcl,ufone,Active
2622,15.462,0,3.75,28.6494,12,753,179,4,Other,Other,ufone,ufone,Active
2741,1310.8968,21.86,1.25,54.9502,843,11124,18160,8,2G,2G,warid,ufone,Active
2824,1957.5208,81.96,40,374.4248,1408,39775,16878,7,Other,Other,0,ufone,Active
4065,987.102,23.92,0,120262.5928,361,0,39856,2,3G,3G,zong,ufone,Churned
1643,612.39,0,90,1070314.812,137,909,4210,1,3G,3G,warid,ufone,Churned
2135,175.46,0,0,3056837.457,221,324,251,1,3G,3G,ufone,ufone,Churned
2576,1222.2204,41.85,131.25,353759.3291,98,18635,34804,3,2G,2G,telenor,ufone,Churned
92,672.24,68.89,62.5,232209.208,121,20963,16896,49,3G,3G,mobilink,ptcl,Churned
117,1367.682,269.5,20,692988.9336,198,24450,57470,2,3G,3G,ufone,ptcl,Churned
414,2249.99,0,0,3881713.481,985,0,39755,8,3G,3G,ufone,ufone,Churned
668,4719.88,1.75,0,824864.7744,1578,34918,239048,10,3G,3G,mobilink,ufone,Churned
755,906.48,0,0,583200.79,478,0,1434,4,3G,,zong,ufone,Churned
978,461.37,0,0,5974.6787,1270,0,299,9,Other,Other,ptcl,ufone,Churned
1119,3124.0716,3.5,1.25,26.1445,787,2900,196908,3,2G,2G,ptcl,ufone,Churned
1248,1231.76,69.45,1.25,23.7227,95,24956,16760,1,3G,3G,zong,ufone,Churned
1257,582.2304,0,0,106993.877,335,4776,537,7,Other,Other,ufone,ufone,Churned
1358,290.3452,0,13.75,670886.1133,46,636,7409,1,3G,3G,zong,warid,Churned
1436,322.77,12.1,1.25,10.8926,43,4243,10397,1,2G,2G,mobilink,warid,Churned
1498,433.16,46.37,56.25,9327.9707,80,9251,14077,11,2G,2G,mobilink,ufone,Churned
1832,697.1884,26.31,2.5,540150.3252,276,1673,14949,10,3G,,warid,ufone,Churned
1965,10042.3532,1.75,2.5,41.7314,1705,381174,431440,1,Other,Other,zong,ufone,Churned
2157,468.08,0,8.75,1581082.119,321,0,0,11,3G,3G,ptcl,ufone,Churned
2330,1890.53,133.86,0,192423.0557,341,17831,107405,5,3G,3G,ufone,ufone,Churned
3046,1148.9524,0,12.5,1654913.076,500,0,30092,3,3G,3G,ptcl,ufone,Churned
3345,3130.698,54.93,1.25,5136.5693,587,38778,97055,1,Other,Other,mobilink,mobilink,Churned
3711,1237.15,19.83,82.5,194094.8203,128,3156,6030,1,3G,,mobilink,ufone,Churned
4120,460.38,0,0,1874794.785,366,0,0,3,,3G,ufone,ufone,Churned
214,4673.562,181.14,1043.75,3111037.6,144,51846,151965,4,3G,,telenor,mobilink,Churned
3614,988.472,12.89,57.5,1586000.986,54,1979,4591,7,3G,3G,warid,ufone,Churned
100,506.666,254.62,32.5,694453.0645,16,17436,2520,1,3G,3G,ufone,ufone,Churned
121,557.8976,151.37,63.75,893795.2266,63,8376,1617,2,,,ptcl,ufone,Churned
136,1363.136,175.88,143.75,2015667.562,157,18540,11831,2,3G,3G,telenor,ptcl,Churned
188,342.7304,0,115,3433571.213,17,2244,2506,1,3G,3G,warid,ufone,Churned
1174,1300.94,2.35,27.5,1831580.459,334,6420,33346,1,Other,Other,ptcl,ufone,Churned
1212,1494.8088,4.37,22.5,4970058.625,397,3454,4918,4,3G,3G,zong,ufone,Churned
99,24.4684,1.75,3.75,87.3818,1,0,179,1,3G,,ptcl,ptcl,Churned
101,472.52,0,0,100114.4131,28,1928,358,1,Other,Other,zong,ufone,Active
110,823.8416,0,215,2622796.203,62,204,13682,1,3G,3G,ptcl,warid,Active
111,47.81,25.95,13.75,453.0557,3,0,667,1,3G,3G,ptcl,ptcl,Churned
115,960.686,0,8.75,1349121.636,689,0,358,6,,,warid,ufone,Active
120,233.54,3.5,0,90.1064,79,8227,8477,1,Other,Other,zong,ufone,Active
121,125.122,0.5,78.75,1674288.928,9,729,1908,1,2G,3G,ufone,ptcl,Active
130,141.01,6,3.75,5001.0449,28,360,10852,1,3G,2G,warid,mobilink,Churned
137,977.8632,28.65,50,214114.5029,127,28515,13603,6,,,ufone,ufone,Active
142,2172.48,59.08,40,20080.9482,562,43740,56651,1,3G,2G,ptcl,ufone,Churned
144,1392.158,28.86,3.75,88965.5684,999,11404,30241,1,3G,,zong,ufone,Active
144,545.66,24.21,12.5,93433.5361,22,18756,1292,3,3G,3G,ufone,ufone,Churned
160,348.97,0,3.75,5739745.548,7,12,938,1,3G,3G,ufone,ptcl,Churned
162,1013.98,172.01,137.5,1081173.539,63,4095,24924,1,3G,3G,mobilink,ptcl,Churned
164,1244.8544,1.75,36.25,8571344.329,328,7741,5151,1,,,telenor,ufone,Active
168,988.108,23.97,8.75,2067125.635,690,1190,715,1,3G,3G,telenor,ufone,Active
