"class","aa_000","ab_000","ac_000","ad_000","ae_000","af_000","ag_000","ag_001","ag_002","ag_003","ag_004","ag_005","ag_006","ag_007","ag_008","ag_009","ah_000","ai_000","aj_000","ak_000","al_000","am_0","an_000","ao_000","ap_000","aq_000","ar_000","as_000","at_000","au_000","av_000","ax_000","ay_000","ay_001","ay_002","ay_003","ay_004","ay_005","ay_006","ay_007","ay_008","ay_009","az_000","az_001","az_002","az_003","az_004","az_005","az_006","az_007","az_008","az_009","ba_000","ba_001","ba_002","ba_003","ba_004","ba_005","ba_006","ba_007","ba_008","ba_009","bb_000","bc_000","bd_000","be_000","bf_000","bg_000","bh_000","bi_000","bj_000","bk_000","bl_000","bm_000","bn_000","bo_000","bp_000","bq_000","br_000","bs_000","bt_000","bu_000","bv_000","bx_000","by_000","bz_000","ca_000","cb_000","cc_000","cd_000","ce_000","cf_000","cg_000","ch_000","ci_000","cj_000","ck_000","cl_000","cm_000","cn_000","cn_001","cn_002","cn_003","cn_004","cn_005","cn_006","cn_007","cn_008","cn_009","co_000","cp_000","cq_000","cr_000","cs_000","cs_001","cs_002","cs_003","cs_004","cs_005","cs_006","cs_007","cs_008","cs_009","ct_000","cu_000","cv_000","cx_000","cy_000","cz_000","da_000","db_000","dc_000","dd_000","de_000","df_000","dg_000","dh_000","di_000","dj_000","dk_000","dl_000","dm_000","dn_000","do_000","dp_000","dq_000","dr_000","ds_000","dt_000","du_000","dv_000","dx_000","dy_000","dz_000","ea_000","eb_000","ec_00","ed_000","ee_000","ee_001","ee_002","ee_003","ee_004","ee_005","ee_006","ee_007","ee_008","ee_009","ef_000","eg_000"
"neg",12516,0,120,na,0,0,0,0,0,21886,631842,571334,37374,0,0,0,562814,0,0,0,18438,28710,1067748,934368,253064,125588,0,0,0,0,0,0,0,0,0,0,0,0,0,496642,765794,0,3350,86,92,176,526,1138880,87336,31990,0,0,640298,208344,111408,71082,51016,36440,37116,49448,28502,28782,1339568,322,330,110,0,562814,25394,88740,163558,228940,na,na,na,na,na,na,na,20740,12515.51,1339568,1339568,1325308,5484,340,11130,126580,1263230,1209600,0,na,na,na,866364.48,0,394069.44,2,128,0,1662,97526,261768,448674,268584,137376,38948,7782,116,na,0,1339568,0,3770,324,236652,105950,96942,530140,278702,9940,16,0,na,na,na,na,na,na,na,na,na,2620,128,0,0,0,0,0,0,0,0,12244,6054,930,0,0,40540,6720,1649680,183096,0,0,0,0,11515480,1010.5,768,419750,308190,133648,53830,92568,72416,70266,111176,592,0,0,0
"neg",86240,na,152,146,0,0,0,0,0,0,16634,1371606,3317610,893382,49882,2058,2534762,0,0,0,54,254,5039070,4424498,822142,537228,0,0,0,0,432,126,0,0,0,0,0,86904,2577892,1119292,1867084,0,2960,1222,1732,131558,4465908,1047746,46,0,0,0,1716626,1238050,638814,585088,501942,379438,376764,214384,66,0,5862092,42,1990,862,24,2534762,60202,382962,435502,152020,143920,178740,175180,na,na,na,na,162800,86240.21,5862092,5862092,5873264,38389,15500,96064,1014040,5651172,1209600,157046,0,134,0,4975789.44,0,671914.56,0,0,0,0,1528,347014,2326966,2405316,534406,30326,5420,196,120,140,5862092,na,7358,984,174552,340122,210782,3469004,1421536,26600,234,0,238,538,4822618,80194,0,59828,0,132,5024298,3456,286,0,0,0,0,0,0,0,0,32514,113370,16926,0,0,134836,19050,491660,125654,0,0,0,0,19451110,1737.92,2020,708688,1070064,814318,411480,783304,689466,481154,285904,381200,25594,0,0
"neg",4,0,24,na,0,0,0,0,0,0,64,60116,28048,12,0,0,47084,0,0,0,0,0,87630,74598,21182,5260,0,0,0,0,16,12,0,0,0,0,0,0,0,22616,65624,0,1494,88,88,92,180,85754,544,0,0,0,27570,17298,22332,12138,4088,2174,924,708,552,456,108898,20,36,32,0,47084,1148,8254,12500,na,na,na,na,na,na,na,na,20320,4.06,108898,108898,109286,371,6032,9682,108120,88448,1209600,0,na,na,na,73011.84,0,13485.12,0,54,0,0,0,10944,22056,32282,22014,944,0,0,na,0,108898,0,1574,66,58,2994,1676,7068,66766,8024,14,0,na,na,na,na,na,na,na,na,na,220,64,0,0,0,0,0,0,0,0,878,20,4,0,0,1768,264,69180,11982,0,0,0,0,443050,308.76,174,15214,13688,3914,1268,3306,3238,9824,37778,10,0,0,0
"neg",30694,na,0,na,0,0,0,0,0,0,1428,60474,1358772,458664,1640,0,941828,0,0,0,0,0,1730606,1595018,210252,105706,0,0,0,0,0,0,0,0,0,0,0,9282,537044,1317798,16854,0,3598,2206,3064,5514,879062,987426,106,2,0,0,742524,252016,164476,119500,94340,105370,191554,187748,23402,48,1941192,2,340,192,190,941828,21228,110286,99586,140020,na,na,na,na,na,na,na,66940,30693.88,1941192,1941192,1924434,13619,143370,67028,728280,1880978,1209600,0,na,na,na,1742322.24,0,97018.56,na,na,0,0,0,14666,551484,1110448,189334,12210,2768,68,na,0,1941192,na,2938,280,104868,93610,558652,1092596,27386,648,0,0,na,na,na,na,na,na,na,na,na,1246,52,0,0,0,0,0,0,0,0,9938,18304,3486,0,0,79268,10116,3528000,436564,0,0,0,0,1120220,na,na,108942,397996,263700,121484,254138,293932,206036,121588,113156,6,0,0
"neg",44840,na,696,556,0,0,0,0,0,0,1006,589058,2077048,437470,9312,0,1411706,0,11548,34852,0,0,2740422,2286968,569766,351054,0,0,0,0,528,460,0,0,0,0,0,148676,1249744,941606,773868,0,3524,524,1190,100504,2419826,588174,152,0,0,0,1415158,557356,356014,266972,214648,267420,36326,0,0,0,3311044,0,70,2050,52,1411706,48760,292822,275140,179260,231060,na,na,na,na,na,na,151680,44839.91,3311044,3311044,3304644,17630,41408,80060,882440,3113894,1209600,113040,0,138,0,2709542.4,0,400763.52,0,0,0,0,0,39938,1046234,1710170,282016,26772,7870,894,2,10,3311044,na,6256,778,35496,294006,111372,1492738,1153392,19788,68,0,636,768,2692602,111888,0,1368,0,62,2757652,2400,718,0,0,0,0,0,0,0,0,26750,51358,8074,0,0,111960,17638,122460,98942,0,0,0,0,4839960,1489.84,1646,432684,677066,433544,219588,443084,317968,238726,154160,190452,6622,0,0
"neg",32,0,148,na,0,0,0,0,0,0,3698,3978,2834,0,0,0,6936,0,0,0,0,0,28244,23684,34970,1370,0,0,0,0,28,344,0,0,0,0,0,0,0,0,10510,0,1128,18,18,18,34,1354,7940,0,0,0,6624,1562,550,442,250,236,510,150,66,120,63256,0,0,0,0,6936,304,32182,2316,na,na,na,na,na,na,na,na,34620,31.75,63256,63256,64890,42,318,6200,62940,10564,1209600,0,na,na,na,4700.16,0,4769.28,0,38,0,0,1608,3130,4072,1002,654,30,14,0,na,4,63256,0,1170,26,204,1038,1010,2542,2948,1384,188,0,na,na,na,na,na,na,na,na,na,54,114,0,0,0,0,0,0,0,0,318,0,0,4022,1872,258,108,9820,1098,41214,42,0,0,0,115.42,62,5950,2924,832,236,306,156,102,4,0,0,0,0
"neg",756,0,8,na,0,0,0,0,0,0,106,60370,3952,0,0,0,31070,0,682,0,0,0,85522,76810,28334,2094,0,0,0,0,20,24,0,0,0,0,0,0,0,48218,16210,0,1514,124,136,470,650,61534,0,0,0,0,46672,11862,3706,1028,834,198,68,52,8,0,113948,38,30,78,0,31070,702,21728,6434,na,na,na,na,na,na,na,na,27760,755.95,113948,113948,113046,189,126,11000,113180,64556,1209600,0,na,na,na,36975.36,13724.16,12646.08,2,34,0,0,0,14608,20530,17056,12180,50,4,0,na,4,113948,0,1428,62,416,2648,5816,9956,42234,1820,48,0,na,na,na,na,na,na,na,na,na,88,100,0,0,60,13786,0,0,0,0,638,14,6,0,0,392,64,39280,4166,0,0,0,0,0,229.3,142,27976,4154,712,1010,2378,5794,20276,2108,20,0,0,0
"neg",80068,na,2130706442,2912,0,0,0,0,6,12,19366,1058206,2991472,518528,26024,0,2143584,0,992,2130,164,240,4264822,3699482,777496,459812,0,0,0,0,2556,938,0,0,0,0,0,303616,2127004,1905704,277290,0,4706,592,1114,1314,68430,4535044,2412,2,0,0,1484024,830562,363524,270694,227324,259690,1102496,75300,0,0,5043418,0,322,418,24,2143584,64292,462824,313414,150100,224140,172440,199880,na,na,na,na,22060,80068.79,5043418,5043418,5041522,29111,17890,12348,192840,4613614,1209600,151832,2,86,0,3896964.48,0,707474.88,0,868,0,0,6940,83166,1393946,2128176,901152,81676,16272,2286,1840,1910,5043418,na,8872,872,41328,495292,325072,3027576,707374,7214,14,0,6318,2242,3902480,194798,0,97138,0,10,3933924,3846,406,0,0,0,0,0,0,0,0,40056,53696,24844,0,0,95826,28498,6515380,689898,0,0,0,0,9178470,1913.54,1930,746482,644566,459308,221172,414500,365072,291232,239314,859268,372700,0,0
"neg",48600,na,na,na,na,na,0,0,0,2370,412508,2136658,1101244,72006,2130,0,1537290,0,302,na,16704,24470,3298240,3060838,793614,228580,na,0,0,0,na,na,0,0,0,0,0,0,3198,841810,2881908,0,5394,1202,1650,2100,3380,3713176,12,2,0,0,1178260,1345408,593810,264568,144332,109688,86922,3928,0,0,4109878,na,na,na,na,1537290,62680,414160,377892,246440,240040,224560,0,0,0,0,0,67180,48600.73,4109878,4109878,na,12754,na,na,468040,na,1209600,na,na,na,na,3038727.36,0,682724.16,na,na,0,0,48322,477492,1558616,1324164,283492,31682,3148,0,na,na,4109878,na,6028,1028,4018,333874,324630,481928,2411574,162896,940,0,166,306,2717784,435952,184,3810,114,0,2802750,na,na,na,na,na,na,na,na,na,na,19332,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,741832,937466,442746,129678,158816,166142,251490,896136,2432,178,na,na
"neg",1216,0,80,52,0,0,0,0,0,0,4448,75614,2414,0,0,0,28752,0,0,0,136,404,88028,83056,14106,1568,0,0,0,0,42,42,0,0,0,0,0,0,330,33264,48882,0,426,32,32,914,148,80828,96,0,0,0,30846,11518,9590,10046,10232,4674,2424,2018,502,626,102344,50,46,32,0,28752,778,6522,7528,na,na,na,na,na,na,na,na,13540,1215.15,102344,102344,102136,355,106,9988,101580,82662,1209600,2846,2,14,0,67675.2,0,13819.2,4,38,0,0,1056,30826,49254,676,618,46,0,0,0,14,102344,0,1356,48,80,3916,2134,19500,53456,1982,4,0,104,78,68186,28472,0,346,0,0,69246,434,116,0,0,0,0,0,0,0,0,658,234,40,0,0,2292,360,137520,13972,0,0,0,0,215190,201.48,138,15514,14256,8548,3610,5970,5178,3674,25430,296,0,0,0
"neg",35254,0,308,250,0,0,0,0,0,0,30598,979442,789472,120552,10400,1172,968192,0,0,0,0,0,1762966,1613032,303200,120532,0,0,0,0,328,108,0,0,0,0,0,0,6084,1001110,924442,0,2808,344,324,18498,44382,1790670,74610,0,0,0,738752,568242,207438,117300,76786,57294,45556,39312,25170,55786,2066414,692,1386,762,0,968192,21212,160216,141900,176380,na,na,na,na,na,na,na,123940,35253.17,2066414,2066414,2052970,10068,22,83598,853680,1932366,1209600,43000,0,56,0,1702940.16,0,226890.24,36,204,0,0,0,89692,796154,626976,228764,139660,44442,5948,200,236,2066414,0,3392,292,150698,95074,63064,1501550,113632,3856,78,0,238,222,1691962,881896,0,672,0,0,1710572,1712,1234,0,0,0,0,0,0,0,0,10554,6016,1654,2826020,483058,54604,8664,9980,2252,1826604,5092,0,0,15253200,720.28,656,237672,188624,130544,37404,84098,506536,168098,571092,7568,0,0,0
"neg",10,0,64,52,0,0,0,0,0,0,1144,1998,1588,0,0,0,1592,0,0,0,118,236,4968,3966,4576,220,0,0,0,0,4,0,0,0,0,0,0,0,0,1588,3142,0,96,2,12,1354,256,2260,750,0,0,0,3076,306,162,202,68,584,126,160,20,26,9666,2,14,0,0,1592,92,3120,1446,na,na,na,na,na,na,na,na,4500,10.9,9666,9666,12422,37,52,924,9600,4774,1209600,186,2,0,0,1436.16,0,1709.76,2,18,0,0,556,1076,1514,1288,296,0,0,0,2,6,9666,0,1612,0,66,86,256,2346,364,0,0,0,54,0,1060,68,0,8,0,0,1834,32,50,0,0,0,0,0,0,0,0,100,0,0,1464,190,18,12,14400,1494,2882,36,0,0,0,1.28,38,3374,1016,198,46,52,32,12,0,0,0,0,0
"neg",11572,0,62,na,0,0,0,0,0,0,272346,1208300,280120,20940,0,0,794230,0,0,0,3794,5686,1752498,1658112,159158,71502,0,0,0,0,0,0,0,0,0,0,0,0,0,105566,1676140,0,5922,1008,850,764,2044,1086250,684860,8,0,0,1052330,308284,137208,111202,56756,34530,23454,20076,10938,26928,1915990,40,76,392,410,794230,16618,66900,91606,113740,na,na,na,na,na,na,na,41240,11572.39,1915990,1915990,1903256,5995,171822,68724,701140,1783066,1209600,0,na,na,na,845237.76,650043.84,282062.4,10,152,0,0,12866,180186,798630,507812,136328,69732,50498,25654,na,0,1915990,0,6148,472,177768,171584,102876,673338,620524,27938,1056,2,na,na,na,na,na,na,na,na,na,1720,284,0,0,15120,655834,0,0,0,0,8624,2316,270,0,0,48872,9340,1358520,507524,0,0,0,0,0,1055.52,1080,951334,273390,246058,90772,85754,28014,27874,78510,0,0,0,0
"neg",2236,na,32,28,0,0,0,0,0,0,140,35502,104062,12796,46,0,58192,0,0,0,0,0,143346,123848,42394,13166,0,0,0,0,42,18,0,0,0,0,0,8708,114510,14892,14436,0,1136,72,122,310,39000,111894,12,0,0,0,70580,57886,14564,6572,1306,916,570,152,0,0,185814,2,16,110,0,58192,1900,26646,15418,na,na,na,na,na,na,na,na,41620,2235.08,185814,185814,189826,512,0,18126,185100,152546,1209600,4684,2,6,0,129684.48,0,21720.96,0,0,0,0,0,3844,91338,52290,4196,748,130,0,0,6,185814,na,1384,48,2270,11336,4526,68680,61276,3000,24,2,32,86,129036,63572,0,10,0,24,131454,196,118,0,0,0,0,0,0,0,0,1142,636,318,0,0,3650,704,316520,31702,0,0,0,0,1235110,193.66,146,24874,26852,12240,4550,8344,73686,1640,332,28,0,0,0
"neg",12,na,12,6,0,0,0,0,0,0,44,1814,2360,0,0,0,1426,0,70,0,0,0,12900,11348,5298,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4218,0,1088,24,8,10,420,2668,0,0,0,0,2782,340,96,242,26,30,166,522,14,0,18226,2,4,0,0,1426,110,4176,1120,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,5140,11.77,18226,18226,18806,21,486,1718,18100,4218,1209600,190,0,4,0,1841.28,0,1304.64,na,na,0,0,0,1366,1210,1438,146,58,0,0,8,14,18226,na,1084,8,22,412,274,138,1188,1060,32,0,6,0,1460,192,0,0,0,0,2042,28,60,0,0,0,0,0,0,0,0,106,0,0,314,556,34,14,0,816,12344,18,0,0,0,na,na,2526,1348,32,34,188,90,0,0,0,0,0,0
"neg",80480,na,2130706434,804,0,0,0,0,0,0,0,0,0,0,0,0,2316568,0,0,0,0,0,4669334,4156402,613088,409546,0,0,0,0,1358,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283528,0,98,366,26,2316568,64682,312094,299048,123800,129220,125540,171840,na,na,na,na,52320,80479.85,5283528,5283528,214,0,26612,37558,430920,0,1209600,167954,2,106,0,4411393.92,0,647833.92,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5283528,na,0,0,0,0,0,0,0,0,0,0,1724,680,4394710,51118,0,12754,0,16,4451052,5402,368,0,0,0,0,0,0,0,0,37894,50456,24804,0,0,139144,34144,13206620,1399634,0,0,0,0,4175590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg",1394,na,182,162,0,0,0,0,0,0,140,28448,57576,12400,0,0,41656,0,0,0,0,0,91926,80772,30220,7610,0,0,0,0,264,66,0,0,0,0,0,0,93944,4620,0,0,124,44,46,104,37028,61216,2,0,0,0,50918,19018,9242,6538,4924,3970,3238,696,20,0,122182,0,60,16,6,41656,1370,20130,10048,na,na,na,na,na,na,na,na,29860,1394.41,122182,122182,124410,435,216,11982,121900,98564,1209600,4482,2,6,0,71634.24,0,26820.48,0,0,0,0,0,11978,41964,41334,2824,400,64,0,20,26,122182,na,216,26,150,15970,8920,15338,51038,6826,80,0,316,226,72182,11642,0,68,0,24,73120,130,54,0,0,0,0,0,0,0,0,650,106,48,0,0,2226,1038,4540,644,52104,250,0,0,0,75.64,80,28754,23480,4648,1426,3138,1814,1790,1502,11362,20650,0,0
"neg",87504,na,1684,1332,0,0,0,0,0,390,361634,2207132,2394010,761312,13752,0,2477082,0,0,0,6472,10714,5192568,4645006,895748,468478,0,0,0,0,468,1024,0,0,0,0,0,130344,3346356,1576650,684880,0,2466,336,878,43388,3398910,2282054,10198,0,0,0,2242004,1849496,842890,444828,238272,104926,15774,40,0,0,6095632,0,18,2058,16,2477082,67324,554886,333476,173360,185600,182000,158000,180160,na,na,na,5960,87503.39,6095632,6095632,6098858,24707,61714,120422,36880,5738230,1209600,149200,0,94,0,5067523.2,0,667209.6,0,0,0,0,57730,1257638,2258722,1585976,547070,25812,5062,220,4,8,6095632,na,6920,882,271388,323276,310818,4309018,485256,30596,76,0,1384,2116,4801618,44122,0,274,0,30,5119760,3820,496,0,0,0,0,0,0,0,0,33552,88626,17352,0,0,181744,30896,1471640,235956,0,0,0,0,22400910,1765.4,1898,707540,829862,859104,600336,1238398,767736,404160,181700,148626,768,0,0
"neg",18,2,124,na,0,0,0,0,0,0,18,3242,4192,392,0,0,2832,0,0,0,0,0,6640,1918,7102,1258,0,0,0,0,16,46,0,0,0,0,0,0,0,2270,5574,0,112,4,50,924,132,2062,4560,0,0,0,6156,434,138,100,122,200,524,90,10,70,13776,8,6,0,0,2832,216,3162,3786,na,na,na,na,na,na,na,na,6760,17.19,13776,13776,14522,33,0,1118,13380,7940,1209600,492,na,na,na,2884.8,0,3871.68,0,24,0,0,0,1230,5228,1378,8,0,0,0,na,10,13776,0,1212,20,22,260,104,1842,3680,684,20,0,na,na,na,na,na,na,na,na,na,80,86,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,5286,52,0,0,0,1.04,72,5116,2286,274,58,60,36,14,0,0,0,0,0
"neg",41664,na,2130706432,180,0,0,0,0,0,0,686,14344,1881036,717204,52556,3366,1260482,0,0,0,0,0,2191114,1706716,711454,419864,0,0,688,0,1006,398,0,0,0,0,0,62248,547186,2058704,1054,0,3060,1588,1536,1770,99288,2560832,1118,0,0,0,826174,721662,274868,184128,136174,110692,200074,215420,0,0,2903060,122,742,570,78,1260482,43698,329328,376912,279220,307780,na,na,na,na,na,na,117440,41664.65,2903060,2903060,2887702,18225,2760,43176,477580,2669192,1209600,74318,2,58,0,2270451.84,0,395776.32,0,622,0,0,0,866,711214,1490554,428926,31502,5710,420,4,8,2903060,na,5234,638,86006,210654,113228,1455110,785662,12444,214,2,384,1410,2272004,390672,0,456,0,8,2298252,1958,74,0,0,0,0,0,0,0,0,30432,27718,10342,0,0,47432,10812,4011360,441750,9426,704,0,0,1664720,1179.8,1216,414834,556664,200442,96930,202430,220884,350014,233122,368468,25404,0,0
"neg",69482,na,218,212,0,0,0,0,0,0,270,508180,2715688,786398,26138,692,1665234,0,0,0,0,0,3742190,3384290,639768,307784,0,0,0,0,260,302,0,0,0,0,0,33012,980252,2363320,660778,0,3198,916,1362,25354,2280770,1725354,408,0,0,0,1262664,1274572,462722,295884,200806,149730,202186,188796,0,0,4382426,1084,2154,836,0,1665234,35262,440082,195688,133320,185940,200040,na,na,na,na,na,114320,69481.79,4382426,4382426,4395238,23209,4,72388,747840,4037382,1209600,86424,2,42,0,3727343.04,0,306656.64,0,0,0,0,0,92350,1392150,2051520,478156,19210,3814,162,30,60,4382426,na,5656,596,130040,200908,153878,3076850,457954,11452,26,0,336,922,3736950,526628,0,430,0,58,3744156,1834,134,0,0,0,0,0,0,0,0,20004,42190,8216,0,0,94798,11502,19280,2674,0,0,0,0,29771020,1250.7,1300,330268,486520,433490,262348,1097464,833228,276282,113648,184162,19952,0,0
"neg",1202,2,80,70,0,0,0,0,0,4292,83552,10054,4804,0,0,0,23388,0,31432,65462,17240,27972,63632,36342,49670,3454,0,0,0,0,88,12,0,0,0,0,0,0,0,44572,58130,0,500,6,14,452,486,736,98412,1532,564,0,52066,21448,13500,7724,3828,1704,956,712,222,542,130654,2,12,56,8,23388,800,20390,28810,na,na,na,na,na,na,na,na,48740,1202.02,130654,130654,127810,436,0,6106,129620,102874,1209600,2072,4,18,0,62769.6,7907.52,30677.76,4,54,0,290,31910,14732,18380,31352,5918,112,8,0,8,16,130654,0,1312,76,5056,1464,10978,26750,53518,3498,48,2,84,14,66390,32446,0,2,0,0,66390,224,228,680,15472,0,0,0,0,0,0,1434,28,26,20928,2868,880,264,112240,11236,118084,46,0,0,202060,272.66,194,40654,12070,2202,1962,4494,8220,6792,26220,88,0,0,0
"neg",76,na,32,na,0,0,0,0,0,2546,10648,9320,4148,0,0,0,8454,0,0,0,3722,6650,19966,13632,22454,2686,0,0,0,0,108,20,0,0,0,0,0,0,0,20308,6354,0,2050,876,1870,2916,2218,16730,2,0,0,0,22586,1778,1054,488,118,38,40,504,52,4,46276,6,34,6,0,8454,484,11792,9636,na,na,na,na,na,na,na,na,21240,75.42,46276,46276,44726,77,26,4122,45240,26662,1209600,0,na,na,na,9186.24,4395.84,11668.8,26,78,0,2324,6804,9944,6228,1346,16,0,0,0,na,0,46276,na,1428,32,124,244,3400,20664,770,0,0,0,na,na,na,na,na,na,na,na,na,136,76,360,8032,0,0,0,0,0,0,786,0,0,1972,580,236,54,20360,2098,0,18,0,0,0,128.36,144,18134,5822,862,98,98,132,124,1392,0,0,0,0
"neg",33590,na,1340,1256,0,0,0,0,0,0,2634,73036,1330714,809592,63968,11766,1069572,0,0,0,0,0,1906110,1473356,579298,375172,0,0,23796,0,1686,518,0,0,0,0,0,4112,802090,1485506,2,0,2376,2536,3346,284524,1785642,213270,16,0,0,0,641468,523152,210206,157532,132872,87806,129870,408804,0,0,2485912,126,82,3208,32,1069572,38936,268674,304812,253220,308600,na,na,na,na,na,na,9340,33590.82,2485912,2485912,2472824,18333,116,2002,59380,2291710,1209600,75164,2,42,0,1958192.64,0,329465.28,0,0,0,0,0,4770,378352,1154524,705304,42446,5736,578,46,52,2485912,na,3832,486,41230,170600,135154,1561246,365782,13216,164,0,2018,1288,1971800,326892,0,54,0,12,1973204,1912,370,0,0,0,0,0,0,0,0,23110,15160,2810,0,0,54134,14284,9140,962,0,0,0,0,1370640,922.76,1190,343812,475378,325174,139778,251440,195618,201858,181460,169562,7630,0,0
"neg",8,0,0,0,0,0,0,0,0,0,16,2638,2328,0,0,0,1652,0,0,0,0,0,4224,2148,15312,352,0,0,0,0,6,0,0,0,0,0,0,0,0,1062,3920,0,1146,6,40,26,24,3740,0,0,0,0,3698,190,124,242,544,68,110,6,0,0,19564,0,2,0,0,1652,156,13522,1776,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,15100,8.5,19564,19564,26972,24,38,1856,19380,5026,1209600,230,0,6,0,1717.44,0,2206.08,0,12,0,0,0,1894,2938,146,4,0,0,0,0,4,19564,0,1134,8,4,8,10,1236,2078,460,44,0,0,0,1218,116,0,0,0,0,1994,32,36,0,0,0,0,0,0,0,0,154,0,0,628,166,88,22,1440,174,0,12,0,0,0,na,34,3466,1336,56,34,72,16,2,0,0,0,0,0
"neg",29528,0,2130706432,na,0,0,0,0,0,15488,950194,1360746,1055826,403988,38416,1908,1632866,0,0,0,822,1188,3348994,2906444,660088,415584,0,0,69506,0,1292,282,0,0,0,0,0,601312,1708060,1510186,7008,0,2418,2674,4270,5774,62688,2729056,1019686,0,0,0,2433196,373810,135140,102610,91054,86974,100548,156288,130628,216318,4009948,12,1386,70,2,1632866,44750,370122,288956,185160,199640,219420,na,na,na,na,na,52780,29528.13,4009948,4009948,3994808,24826,16448,36214,378160,3839644,1209600,0,na,na,na,2191405.44,1368831.36,276422.4,144,500,0,44,104958,840106,1266958,1076254,412828,121230,4070,118,na,0,4009948,0,2348,140,153112,380216,872320,2405214,13216,0,0,0,na,na,na,na,na,na,na,na,na,2828,464,0,0,12880,1376268,0,0,0,0,22872,11588,5094,0,0,107330,16206,16865120,1821920,110740,90198,0,0,0,9.98,742,1668516,759466,733702,186714,202048,80628,64300,121692,9500,0,0,0
"neg",40688,na,2130706434,100,0,0,3382,49536,464206,1142216,126446,119066,491680,109866,9816,514,1172194,0,0,0,0,0,2149510,1794422,462582,324338,0,0,0,0,172,58,0,0,0,0,0,77772,878186,1559254,1516,0,4246,1982,1766,5278,269882,2233450,124,0,0,0,352248,831334,306198,262892,227812,172690,140256,145812,72378,5108,2612306,34,244,170,6,1172194,35962,216986,242442,206360,220700,na,na,na,na,na,na,31820,40688.61,2612306,2612306,2612958,17236,1148,16838,189800,2516728,1209600,66738,2,58,0,2206575.36,0,307445.76,4,490,0,0,0,6576,935164,1315464,241338,14518,3514,154,2,10,2612306,na,3922,306,23856,211904,69252,982166,1207408,17724,190,0,206,146,2213758,127948,0,124,0,12,2219718,1602,92,0,0,0,0,0,0,0,0,22956,35362,12986,0,0,58116,10418,6846080,690870,42298,568,0,0,688670,693.64,680,320352,367558,329814,192744,435728,275390,193042,126308,250482,25310,0,0
"neg",24836,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,24836.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"neg",2,na,64,10,0,0,0,0,0,0,54,4684,3032,0,0,0,2814,0,0,0,0,0,5880,3372,15092,712,0,0,0,0,12,18,0,0,0,0,0,0,0,1062,6708,0,1024,34,40,36,306,6328,2,0,0,0,6478,356,176,136,24,34,78,354,118,16,20996,2,8,2,0,2814,206,12358,2700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,14940,2.65,20996,20996,26802,27,208,1966,20820,7770,1209600,358,0,8,0,2310.72,0,4449.6,na,na,0,0,0,4154,3110,506,0,0,0,0,2,6,20996,na,1010,8,16,194,80,6200,262,0,0,0,24,64,2018,66,0,16,0,0,2818,58,46,0,0,0,0,0,0,0,0,190,0,0,862,412,126,32,1380,318,8872,92,0,0,0,na,na,5722,1724,242,34,36,10,2,0,0,0,0,0
"neg",8,na,2,2,0,0,0,0,0,0,3330,1586,848,0,0,0,1380,0,154,0,1476,2502,11470,11750,6268,140,0,0,0,0,8,0,0,0,0,0,0,0,0,1258,4506,0,886,8,10,16,88,4756,0,0,0,0,4406,666,50,204,26,38,58,282,22,12,19234,0,0,0,2,1380,104,4560,1652,na,na,na,na,na,na,na,na,6140,7.95,19234,19234,20790,17,310,1874,19140,5764,1209600,242,2,4,0,1786.56,231.36,2909.76,na,na,0,0,2094,1900,1048,382,340,0,0,0,12,16,19234,na,856,6,30,6,146,938,3554,228,0,0,0,0,1386,38,0,0,0,0,2018,56,38,0,0,90,556,0,0,0,0,142,0,0,0,0,48,16,160,118,0,0,0,0,0,na,na,4188,1462,38,8,20,10,6,32,0,0,0,0
